Id_cliente,Edad,Genero,Venta_total,N_Compras,FechaCompra,MontoCompra,MetodoPago,Tiempo,Navegador,Boletín,Vale
842,61,Masculino,1056.36,7,04/20/2025,1409.97,2,11.8,2,1,0
843,60,0,-41.69,1,2025-06-03,1783.71,0,9.8,3,0,1
844,48,0,1519.23,7,2025-08-20,760.75,2,7.0,2,1,0
845,50,0,-265.68,7,2025-01-26,1925.89,0,6.3,1,0,1
846,23,0,$2440.07,8,10/27/2025,941.57,10,31.0,2,1,1
847,69,1,774.28,1,11-05-2025,1756.04,2,37.5,4,0,0
848,62,0,$1026.42,10,21-12-2025,2316.09,0,8.9,0,1,0
849,68,0,1985.01,0,2025-06-17,2339.71,0,33.9,2,0,1
850,48,1,1487.92,9,2025/08/04,2225.58,0,23.4,3,1,0
851,65,0,368.81,1,01/12/2025,379.15,0,3.9,2,1,0
852,49,1,$216.08,8,05/08/2025,1557.53,1,28.8,0,0,1
853,19,0,1886.25,4,22-06-2025,1029.51,1,28.4,2,1,1
854,38,0,1815.57,10,2025-03-04,391.68,0,22.3,3,0,1
855,20,1,1554.57,8,07/11/2025,"1,843,71",-1,16.9,1,1,0
856,41,1,903.73,6,2025-06-28,1997.53,2,24.7,3,1,1
857,-5,1,2186.29,9,2025/03/12,  1627.49  ,0,27.5,3,1,3
858,19,0,2250.03,5,2025/10/01,-810.62,0,23.6,2,0,1
859,42,0,2288.10,6,2025/12/26,$1313.56,1,43.5,4,0,1
860,33,0,57.62,0,2025/06/18,355.87,2,9.8,4,1,Si
861,57,1,"""191.37""",1,10-08-2025,1450.85,2,19.8,4,0,1
862,30,N/A,2391.07,2,2025/09/25,  1108.34  ,2,20.6,5,,1
863,25,0,76.62,6,2025-02-08,1977.25,2,7.5,3,0,1
864,51,0,"765,74",2,2025/12/03,566.25,2,15.4,4,0,1
865,58,,2477.33,6,10/23/2025,"""691.58""",0,2.2,1,1,No
866,54,0,1486.14,5,24-02-2025,193.00,2,14.9,2,0,1
867,38,1,1707.76,1,2025/03/17,1419.00,2,6.3,0,1,1
868,24,0,1029.81,7,03/17/2025,2019.21,0,30.4,3,0,1
869,70,0,"""1694.90""",1,10-10-2025,2278.07,2,31.2,2,0,1
870,30,0,2417.80,1,2025-08-12,1814.02,3,42.2,4,0,1
871,46,1,1135.14,2,2025-01-21,973.77,1,27.4,0,1,1
872,52,0,2419.26,1,05/14/2025,1309.35,2,14.4,2,1,0
873,21,0,170.44,2,2025/12/25,526.83,1,34.9,0,0,1
874,29,0,1049.87,6,16-06-2025,1212.93,2,16.8,3,0,0
875,18,0,$2160.13,8,10/19/2025,"""1588.37""",0,9.4,3,3,1
876,56,1,"""135.21""",5,18-05-2025,1642.15,0,8.3,3,1,1
877,53,0,  1137.04  ,3,2025-09-02,1807.63,1,44.1,3,0,1
878,19,99,"""1246.12""",2,2025-04-15,2162.44,1,35.2,4,1,1
879,33,1,1226.33,1,2025-04-03,586.75,2,30.4,2,1,0
880,64,1,"239,92",5,09/06/2025,2305.89,,29.2,1,0,1
881,50,0,702.18,2,09-08-2025,1403.80,1,19.4,1,3,0
882,66,1,1430.24,6,2025-08-26,795.09,1,35.0,3,0,1
883,61,0,2177.85,8,02-06-2025,1141.01,1,37.3,1,0,0
884,19,1,711.03,5,2025/03/01,1546.71,0,19.1,3,1,1
885,64,1,1718.00,4,2025-04-12,170.66,0,32.6,2,0,0
886,18,1,1670.41,10,10-12-2025,550.91,0,12.2,3,1,1
887,42,3,2448.92,10,2025-05-03,2477.48,2,34.2,1,0,1
888,31,1,149.90,6,07/08/2025,2317.34,99,13.1,4,1,1
889,35,1,1456.75,0,2025-12-11,1147.44,2,9.8,3,0,0
890,21,0,  2386.51  ,8,10-06-2025,  1810.09  ,2,25.0,4,1,3
891,64,1,112.31,3,2025/03/05,668.91,1,11.8,3,1,1
892,32,1,  992.32  ,7,21-03-2025,412.89,5,9.4,2,1,0
893,48,0,465.84,9,2025/10/19,1186.23,2,26.2,3,,0
894,47,1,  2409.84  ,7,26-04-2025,1611.68,1,36.5,0,0,1
895,65,0,$1695.49,6,11/10/2025,2157.78,0,18.0,1,1,1
896,20,0,195.48,1,25-05-2025,1618.93,1,8.2,1,0,1
897,18,1,2324.47,1,2025/06/08,336.27,3,17.9,2,1,0
898,25,1,405.46,7,06/14/2025,1951.78,1,10.1,4,0,1
899,35,0,2417.10,7,2025/06/08,1304.19,0,6.8,0,1,0
900,22,1,1933.62,3,11/04/2025,1790.63,0,13.3,0,99,
901,63,0,"""1762.21""",2,2025-08-18,-32.95,1,11.1,2,0,0
902,58,0,1271.86,1,08/25/2025,1214.07,0,43.8,1,0,0
903,60,0,1507.91,1,26-01-2025,1086.12,1,13.2,3,Femenino,1
904,34,0,  2468.20  ,1,2025/11/20,2231.91,1,11.4,2,,5
905,150,1,892.09,3,2025/12/16,2255.15,0,11.0,99,0,0
906,39,0,1276.49,2,12-05-2025,519.89,2,39.6,0,1,0
907,27,0,162.03,9,2025/08/25,395.23,1,18.6,1,1,0
908,29,0,"538,95",8,2025-08-09,1039.12,1,9.1,1,0,1
909,32,1,  2138.66  ,3,08-09-2025,601.49,1,1.2,2,1,1
910,39,0,220.57,0,2025-09-27,2420.56,0,9.7,3,0,0
911,56,0,-1516.39,0,04/25/2025,  562.54  ,1,32.1,3,0,3
912,60,1,$2063.06,4,2025/10/14,1080.57,1,27.6,3,1,0
913,27,1,998.08,5,05/05/2025,700.19,0,32.8,0,0,10
914,66,0,2316.43,3,2025/12/07,1926.58,2,29.7,3,,1
915,27,1,620.80,1,05-11-2025,2082.83,2,30.5,1,1,1
916,61,0,809.83,8,2025/01/26,2109.23,0,8.1,0,0,1
917,30,1,2159.94,10,2025/04/27,637.02,1,30.5,3,0,0
918,48,0,398.84,7,08/18/2025,1098.58,1,31.0,3,1,0
919,55,1,959.00,4,01/25/2025,2039.23,10,21.6,3,1,0
920,30,1,$1373.56,6,2025-11-05,-2121.16,0,36.7,3,1,0
921,36,0,$553.77,10,27-02-2025,"1,805,05",1,24.0,3,0,1
922,25,0,"654,21",6,28-12-2025,"1,206,53",2,44.5,4,1,1
923,70,0,448.79,0,05-07-2025,171.89,0,11.4,0,0,1
924,12,No,2278.93,5,12/12/2025,$1077.49,2,11.5,0,0,1
925,43,5,1555.88,6,12/23/2025,1739.68,0,36.9,3,1,1
926,49,0,1198.60,8,01-10-2025,$2186.47,10,44.3,2,0,1
927,33,Femenino,$2436.43,0,2025-04-05,2161.50,1,26.4,3,1,99
928,31,1,1821.24,9,22-05-2025,1269.68,1,22.2,3,0,1
929,70,Masculino,1695.23,6,12-06-2025,"506,24",2,16.8,3,1,1
930,53,1,  832.30  ,8,05/06/2025,1929.32,1,37.5,3,0,0
931,37,1,1038.91,4,16-01-2025,1397.24,2,17.0,0,0,1
932,31,0,"1,608,40",10,11/16/2025,913.46,1,16.8,1,1,0
933,70,0,1723.38,4,01/15/2025,1415.25,2,33.0,2,0,1
934,66,1,1546.29,9,17-06-2025,677.59,3,35.3,0,0,1
935,53,0,1121.63,1,05-08-2025,$713.65,10,16.1,0,0,1
936,35,1,478.12,1,2025-04-22,  2144.08  ,1,23.5,3,1,0
937,48,Si,1482.47,6,2025-12-04,869.98,1,42.1,10,0,0
938,56,1,-1484.10,10,2025/03/15,-1562.56,0,31.7,1,1,1
939,36,0,861.79,0,2025/04/18,1785.34,10,16.2,2,1,Si
940,51,0,1115.98,10,03/22/2025,2328.24,2,22.6,1,0,1
941,-5,0,551.45,2,2025-08-04,1419.23,0,10.8,0,0,0
942,21,1,  374.15  ,0,01/05/2025,890.62,-1,13.4,0,0,0
943,32,1,"""53.31""",6,11-03-2025,961.78,0,4.4,3,0,1
944,64,0,2440.64,6,12-10-2025,895.70,0,28.3,2,1,1
945,32,10,1296.93,8,2025/04/14,213.77,0,37.1,4,1,1
946,41,0,278.68,1,26-04-2025,$1088.75,2,41.2,0,99,1
947,28,5,-272.04,5,2025-07-28,2119.09,2,42.9,2,0,0
948,55,0,2335.02,4,2025/03/04,"265,27",1,26.3,4,1,1
949,67,0,1801.08,3,11/05/2025,198.35,1,11.9,4,0,0
950,52,Femenino,2355.46,3,20-02-2025,  903.07  ,2,24.0,99,1,0
951,24,1,  1011.81  ,4,2025/02/01,1977.16,2,20.5,2,1,0
952,25,1,1487.99,1,22-10-2025,860.83,0,37.9,0,1,0
953,24,1,-1926.80,0,2025/09/04,1438.05,0,21.5,1,1,0
954,19,1,"""815.30""",0,2025/05/20,787.87,0,11.4,4,3,0
955,63,1,2352.60,1,2025-03-17,1445.02,0,24.0,5,0,1
956,41,0,2112.93,2,20-08-2025,"1,210,23",0,13.9,2,0,1
957,33,1,$1909.44,9,27-06-2025,858.69,2,14.5,1,0,0
958,40,1,818.27,7,2025/10/15,2275.36,2,4.4,4,1,Femenino
959,21,0,"""2191.71""",10,2025-07-26,207.51,10,22.5,2,1,0
960,22,Si,"126,14",8,15-09-2025,2146.62,1,29.7,0,No,1
961,62,0,$2252.65,10,02/02/2025,1769.32,0,5.2,2,0,1
962,42,1,"2,186,94",5,2025-06-10,502.10,2,38.2,-1,0,0
963,66,0,1232.85,1,09/24/2025,530.04,2,15.4,3,1,
964,37,1,-2258.13,3,11/09/2025,"""2176.03""",0,11.1,3,1,1
965,19,1,513.65,10,02/09/2025,1169.44,0,21.0,5,0,0
966,150,0,375.71,8,15-06-2025,"""2262.90""",0,14.8,3,0,1
967,40,0,2229.68,8,07/05/2025,"""780.84""",0,1.2,4,1,1
968,19,1,1994.50,2,2025-07-10,1716.60,2,16.8,0,1,0
969,65,N/A,1045.60,0,10/13/2025,714.08,2,27.1,4,1,0
970,23,1,567.03,7,11-05-2025,$2030.05,1,11.8,0,1,1
971,37,0,2082.08,9,18-08-2025,2044.23,0,34.3,2,1,1
972,49,0,849.00,4,23-06-2025,2492.46,2,35.4,5,1,No
973,20,Masculino,1375.25,10,11-07-2025,902.00,2,21.4,1,Sí,0
974,36,0,"401,05",4,11/24/2025,1315.35,2,33.6,2,1,1
975,40,1,-2205.72,7,09/08/2025,-996.35,1,27.7,3,0,1
976,35,1,2240.63,3,03/08/2025,  1352.33  ,1,35.9,2,0,1
977,49,0,570.94,4,06-11-2025,"1,367,34",2,41.2,4,0,0
978,61,1,635.20,7,2025/09/10,"""2339.28""",1,7.6,0,3,0
979,37,0,423.75,10,2025/10/09,1063.95,,5.5,1,1,0
980,67,1,1341.86,6,20-11-2025,$1276.10,0,44.3,1,0,0
981,36,1,$2435.65,9,2025/06/23,$282.15,0,27.9,3,1,0
982,45,1,63.64,10,2025/02/17,306.92,0,34.2,2,0,
983,36,0,"""2442.90""",9,26-08-2025,747.54,0,16.4,0,0,1
984,60,0,2219.53,10,13-09-2025,1211.99,1,2.2,4,1,1
985,26,0,1525.10,3,2025-06-01,1493.28,2,35.5,2,0,1
986,66,0,501.00,6,2025-01-02,"1,729,92",0,37.8,-1,5,0
987,24,0,901.13,1,2025/04/25,"""1420.03""",2,33.1,4,0,1
988,66,1,1187.76,0,02/04/2025,  15.70  ,2,31.6,1,1,0
989,56,1,1687.63,7,08/09/2025,1560.39,1,34.6,2,0,1
990,58,0,2214.57,2,2025/02/10,-192.51,0,14.5,3,0,1
991,49,1,813.22,7,2025-12-14,264.88,1,32.1,4,1,1
992,19,1,1127.37,10,28-10-2025,38.61,2,10.4,1,1,0
993,67,N/A,2352.90,6,03-09-2025,  1616.79  ,0,2.8,4,0,1
994,39,0,1506.75,8,12/14/2025,1666.10,2,14.6,1,0,1
995,48,0,2205.24,1,2025-08-24,364.32,-1,11.8,0,3,1
996,59,1,68.37,10,24-04-2025,"""2084.43""",1,35.2,3,0,0
997,26,0,82.94,1,2025/02/13,-2234.46,1,2.1,0,1,1
998,21,0,142.39,2,03/11/2025,1520.03,,1.9,0,1,1
999,45,,"""2349.91""",2,21-08-2025,1122.94,1,2.2,3,0,1
1000,57,0,1435.70,2,12-08-2025,356.28,2,24.7,2,0,1
1001,20,1,1265.20,4,2025-03-06,1235.75,0,23.4,99,1,0
1002,37,0,68.86,8,2025-04-08,-35.76,1,32.3,3,5,
1003,62,0,215.49,0,2025-12-19,2186.61,5,9.0,0,0,1
1004,28,1,"""2484.61""",10,2025/08/12,2170.94,2,29.8,4,1,1
1005,63,1,988.56,2,22-08-2025,2222.72,2,15.4,1,0,0
1006,65,0,"""51.83""",2,2025/08/22,$1711.69,0,37.5,1,1,0
1007,59,1,2263.46,7,2025/07/28,1441.12,1,15.3,3,0,1
1008,48,0,$96.40,5,14-06-2025,1744.44,2,40.8,0,0,1
1009,63,1,2344.55,3,05/05/2025,"133,20",0,1.1,2,0,1
1010,32,N/A,520.99,2,21-09-2025,"797,16",0,16.5,1,1,1
1011,36,0,$2239.76,5,2025/11/07,$846.15,0,1.5,1,1,0
1012,24,1,  93.49  ,8,2025/02/26,2450.37,2,25.3,3,0,0
1013,19,1,1554.04,7,2025-12-01,1213.92,2,15.8,5,1,1
1014,47,0,  1956.12  ,3,21-03-2025,1037.77,2,37.8,2,0,0
1015,54,10,  120.26  ,5,2025/01/09,2355.40,0,19.2,3,1,1
1016,46,No,  698.74  ,5,10-11-2025,2298.62,2,9.4,0,99,0
1017,41,0,1437.47,6,22-06-2025,1495.30,0,12.7,2,1,0
1018,23,1,472.86,7,2025-03-21,  1236.40  ,3,38.3,4,1,1
1019,44,0,100.34,7,2025-09-12,172.82,2,4.9,4,1,1
1020,19,0,1789.65,5,21-02-2025,"""1245.93""",2,24.5,4,1,0
1021,38,0,893.15,2,14-10-2025,1550.15,2,20.3,3,N/A,0
1022,69,0,2359.56,1,2025-12-19,1281.25,1,39.9,2,1,1
1023,49,0,1547.53,10,02/07/2025,1035.62,0,29.2,3,1,1
1024,47,0,1514.67,1,2025-03-31,1118.19,2,11.0,2,3,0
1025,35,0,1042.03,4,2025/11/03,1530.39,2,39.5,4,1,0
1026,63,1,1191.44,8,15-10-2025,786.56,0,2.2,0,1,0
1027,38,0,12.16,3,19-01-2025,2445.89,1,23.6,4,1,1
1028,18,N/A,1102.79,7,2025/08/06,"2,197,08",1,15.7,0,1,1
1029,56,1,  1938.67  ,0,2025-07-20,-2357.76,2,0.6,4,Masculino,0
1030,32,0,1370.13,7,22-10-2025,$1532.04,0,14.8,4,0,1
1031,0,1,377.25,7,2025/03/07,1860.77,2,7.0,1,0,1
1032,48,0,443.54,8,2025-03-24,1218.35,3,14.4,,0,0
1033,40,0,2314.48,8,2025/03/16,$876.25,1,36.5,0,1,0
1034,41,0,1758.48,2,27-08-2025,  533.43  ,5,40.5,0,1,1
1035,39,1,890.15,8,2025/08/01,1884.62,1,24.6,2,0,1
1036,34,0,432.50,1,2025-09-03,333.59,2,14.3,1,0,1
1037,56,0,$1429.04,1,2025/07/10,$584.61,2,39.9,1,1,1
1038,18,0,-1797.26,9,02/19/2025,$2207.83,0,13.8,2,1,0
1039,70,1,1414.20,1,2025/03/05,1531.15,-1,28.5,4,1,1
1040,55,0,"2,353,54",4,21-12-2025,460.97,2,3.3,0,0,1
1041,46,0,2431.01,2,2025/05/08,$1850.82,2,32.1,0,3,1
1042,31,0,1197.95,2,12/18/2025,1968.30,1,26.0,5,0,0
1043,45,0,337.37,6,2025/01/14,2475.67,0,24.3,4,1,1
1044,56,1,$239.03,0,2025-11-02,"1,944,49",2,10.8,1,5,1
1045,47,1,1750.52,6,2025-08-04,"""538.97""",2,43.2,3,1,0
1046,40,1,836.63,5,06-11-2025,625.13,1,31.4,2,0,1
1047,39,0,$574.47,8,2025/05/15,470.27,1,22.4,4,1,0
1048,23,1,$987.50,9,11/01/2025,2276.57,10,39.9,99,0,1
1049,46,0,1725.28,8,2025/03/16,1455.21,1,8.6,0,0,1
1050,23,1,$2166.29,8,03/07/2025,80.56,1,11.4,2,0,1
1051,50,N/A,1131.77,4,2025/03/12,  2029.54  ,0,28.2,4,0,0
1052,35,0,$2356.88,4,10-06-2025,975.93,2,4.2,3,Si,1
1053,62,Femenino,1781.62,4,16-06-2025,819.41,10,44.0,0,1,1
1054,64,0,1532.66,8,01-04-2025,881.04,2,39.7,3,0,0
1055,38,1,784.82,4,2025/06/16,657.55,2,26.2,5,1,0
1056,65,1,"584,96",6,19-06-2025,587.84,2,12.7,1,1,1
1057,35,1,298.72,7,16-10-2025,106.77,1,11.6,1,0,1
1058,12,Sí,2464.60,8,28-04-2025,2390.10,0,36.6,3,1,3
1059,26,0,536.27,1,09/22/2025,"""566.78""",1,25.4,2,0,0
1060,19,1,2127.22,1,06/08/2025,164.01,0,6.9,3,0,1
1061,61,0,880.57,5,2025-03-03,"""2188.04""",10,24.1,2,1,0
1062,68,0,682.22,3,2025/03/13,2197.07,1,19.1,0,0,0
1063,29,0,-2453.59,4,19-06-2025,523.63,1,15.6,3,0,1
1064,29,-1,2448.75,1,2025-03-15,2205.63,0,28.5,4,0,1
1065,65,1,1149.24,7,28-05-2025,1904.60,1,26.2,2,1,0
1066,39,0,1555.56,9,2025-07-11,$622.53,2,23.6,3,1,1
1067,28,1,867.34,4,2025/02/20,$154.00,0,19.2,3,0,0
1068,69,0,1730.42,1,12/07/2025,  1375.38  ,1,41.9,0,0,1
1069,49,1,283.71,6,10/25/2025,2079.31,2,7.3,3,1,1
1070,68,1,"517,55",4,09/20/2025,2472.17,0,37.3,1,0,0
1071,57,1,1039.42,4,04/26/2025,1031.50,1,33.6,3,0,
1072,46,1,2023.66,1,2025-03-09,1033.21,1,17.8,0,Femenino,0
1073,23,0,-220.57,0,2025-09-19,1446.29,0,12.8,0,1,1
1074,63,0,818.22,3,21-02-2025,$230.03,0,43.4,3,0,1
1075,55,0,9.75,7,17-11-2025,346.26,1,15.8,1,0,1
1076,48,1,1968.00,1,05/19/2025,"406,63",-1,5.6,3,1,
1077,68,0,565.31,10,2025/04/17,1859.56,0,17.0,2,1,99
1078,29,0,1673.68,10,05/24/2025,750.93,1,3.2,3,0,0
1079,31,1,"740,45",2,2025-07-08,592.80,0,44.5,2,1,1
1080,41,0,922.43,0,10/26/2025,  2196.80  ,2,40.4,1,1,1
1081,65,1,1833.62,1,2025/02/24,539.84,3,22.4,4,3,0
1082,65,1,896.90,3,31-10-2025,-28.50,0,16.8,2,1,1
1083,18,1,129.64,5,05/09/2025,"2,169,30",1,18.0,2,1,0
1084,64,1,$116.80,1,08/06/2025,942.20,1,16.9,0,1,Si
1085,34,0,1394.71,6,01-09-2025,1957.94,2,8.6,4,1,0
1086,60,Si,1623.33,5,10/18/2025,2402.41,2,15.3,3,0,1
1087,68,1,1931.01,9,11/06/2025,2109.05,1,27.0,2,1,0
1088,200,0,1104.23,2,2025/08/18,81.99,0,4.8,0,1,0
1089,12,10,  2492.00  ,6,2025/10/21,"947,84",1,9.1,3,0,1
1090,67,0,176.74,4,25-01-2025,"""422.55""",0,19.7,4,0,0
1091,48,0,2002.80,0,20-03-2025,1124.23,0,24.8,4,1,0
1092,67,0,  1275.68  ,8,02-05-2025,1011.44,2,8.0,4,1,0
1093,39,0,875.34,9,2025/10/20,2316.87,0,1.1,4,0,1
1094,32,Sí,541.96,3,2025/10/12,2323.10,0,22.2,3,0,0
1095,57,0,264.77,3,03/18/2025,-1538.66,99,31.8,3,1,0
1096,70,1,$2424.09,9,2025/06/21,1973.96,2,40.4,0,1,1
1097,41,0,1181.45,4,12/09/2025,-1922.39,0,34.9,1,1,
1098,12,1,148.31,10,2025/07/25,657.22,2,4.8,4,Si,1
1099,52,1,1801.41,6,2025-09-11,661.85,0,27.1,2,0,1
1100,31,Masculino,916.34,10,09-08-2025,2222.32,0,37.1,3,1,1
101,66,1,850.42,7,2025/06/20,$1529.52,1,41.5,2,1,1
102,25,1,277.23,1,01/22/2025,"932,61",0,11.6,4,0,0
103,37,1,1715.42,7,12/14/2025,583.87,5,30.3,1,1,1
104,41,1,2024.82,6,05/26/2025,1190.92,1,43.4,3,1,No
105,65,1,-678.31,5,12-01-2025,$1353.01,1,11.8,3,0,1
559,60,0,909.38,10,2025/10/27,"1,865,31",3,19.6,0,1,0
402,18,1,61.56,8,20-07-2025,2327.43,10,8.9,2,1,1
198,29,1,126.37,4,2025/09/23,"""1572.15""",0,4.1,4,0,1
